,Date,Close,Next_Day_Close,Daily_Return
1,2020-05-19,372.20001220703125,383.6300048828125,0.011495532169186307
2,2020-05-20,383.6300048828125,382.1700134277344,0.03070927539202617
3,2020-05-21,382.1700134277344,385.260009765625,-0.003805728010049969
4,2020-05-22,385.260009765625,376.6300048828125,0.008085397151325502
5,2020-05-26,376.6300048828125,375.1700134277344,-0.0224004689406061
6,2020-05-27,375.1700134277344,379.8299865722656,-0.003876460813397986
7,2020-05-28,379.8299865722656,386.6000061035156,0.012420963770412907
8,2020-05-29,386.6000061035156,389.67999267578125,0.017823815313649405
9,2020-06-01,389.67999267578125,390.44000244140625,0.00796685598458291
10,2020-06-02,390.44000244140625,389.9200134277344,0.0019503433070975351
11,2020-06-03,389.9200134277344,385.79998779296875,-0.001331802608391608
12,2020-06-04,385.79998779296875,392.8999938964844,-0.010566335383883074
13,2020-06-05,392.8999938964844,397.7799987792969,0.018403334183944242
14,2020-06-08,397.7799987792969,397.1600036621094,0.012420475842761736
15,2020-06-09,397.1600036621094,406.82000732421875,-0.0015586382399570553
16,2020-06-10,406.82000732421875,387.6700134277344,0.024322700103326156
17,2020-06-11,387.6700134277344,406.5400085449219,-0.047072399468354176
18,2020-06-12,406.5400085449219,401.3399963378906,0.04867540553457084
19,2020-06-15,401.3399963378906,411.6700134277344,-0.012790899044950121
20,2020-06-16,411.6700134277344,413.489990234375,0.02573881792022248
21,2020-06-17,413.489990234375,420.4599914550781,0.004420960349982073
22,2020-06-18,420.4599914550781,428.010009765625,0.016856517413522898
23,2020-06-19,428.010009765625,438.6400146484375,0.01795656772103027
24,2020-06-22,438.6400146484375,440.54998779296875,0.024835879162343533
25,2020-06-23,440.54998779296875,431.67999267578125,0.004354306676881858
26,2020-06-24,431.67999267578125,436.95001220703125,-0.02013391297914613
27,2020-06-25,436.95001220703125,426.9200134277344,0.012208162575670034
28,2020-06-26,426.9200134277344,424.20001220703125,-0.022954568026295363
29,2020-06-29,424.20001220703125,435.30999755859375,-0.006371219748786849
30,2020-06-30,435.30999755859375,439.80999755859375,0.02619044090489142
31,2020-07-01,439.80999755859375,442.95001220703125,0.010337460718196079
32,2020-07-02,442.95001220703125,452.5899963378906,0.007139479925121872
33,2020-07-06,452.5899963378906,449.3599853515625,0.02176314226254883
34,2020-07-07,449.3599853515625,457.67999267578125,-0.007136726424498141
35,2020-07-08,457.67999267578125,460.8399963378906,0.018515238551357616
36,2020-07-09,460.8399963378906,466.20001220703125,0.006904395456822865
37,2020-07-10,466.20001220703125,442.4700012207031,0.011630969342362851
38,2020-07-13,442.4700012207031,433.7799987792969,-0.05090092313380301
39,2020-07-14,433.7799987792969,433.010009765625,-0.0196397550510361
40,2020-07-15,433.010009765625,426.2900085449219,-0.001775068043336936
41,2020-07-16,426.2900085449219,432.4200134277344,-0.01551927454134483
42,2020-07-17,432.4200134277344,455.2699890136719,0.014379893405750632
43,2020-07-20,455.2699890136719,444.2799987792969,0.052842086111623
44,2020-07-21,444.2799987792969,445.04998779296875,-0.024139500734903452
45,2020-07-22,445.04998779296875,431.739990234375,0.0017331165386411662
46,2020-07-23,431.739990234375,430.30999755859375,-0.02990674738493726
47,2020-07-24,430.30999755859375,437.1000061035156,-0.003312161736523378
