,Date,Close,Next_Day_Close,Daily_Return
1,2020-05-19,327.0059509277344,330.8934631347656,0.021282819313057644
2,2020-05-20,330.8934631347656,329.1555480957031,0.011888200187189835
3,2020-05-21,329.1555480957031,324.99359130859375,-0.005252189096146331
4,2020-05-22,324.99359130859375,331.07635498046875,-0.012644346453182909
5,2020-05-25,331.07635498046875,334.23211669921875,0.018716564986351436
6,2020-05-26,334.23211669921875,341.9613037109375,0.009531824521072041
7,2020-05-27,341.9613037109375,353.806640625,0.02312520737997903
8,2020-05-28,353.806640625,343.01324462890625,0.03463940739936899
9,2020-05-29,343.01324462890625,346.58056640625,-0.030506482232858012
10,2020-06-01,346.58056640625,352.1145324707031,0.010399953451369237
11,2020-06-02,352.1145324707031,359.88946533203125,0.01596732939136114
12,2020-06-03,359.88946533203125,356.77947998046875,0.0220806929119719
13,2020-06-04,356.77947998046875,369.7682189941406,-0.00864150149183518
14,2020-06-05,369.7682189941406,362.3134460449219,0.03640551024510419
15,2020-06-08,362.3134460449219,361.5816955566406,-0.020160664346702273
16,2020-06-09,361.5816955566406,364.4172058105469,-0.0020196614182255157
17,2020-06-10,364.4172058105469,343.1047058105469,0.007841962933275992
18,2020-06-11,343.1047058105469,346.8092041015625,-0.058483791819313624
19,2020-06-12,346.8092041015625,339.7660827636719,0.010796990622043978
20,2020-06-15,339.7660827636719,344.6596984863281,-0.020308346072118844
21,2020-06-16,344.6596984863281,346.8092041015625,0.014402896495292694
22,2020-06-17,346.8092041015625,345.1170349121094,0.006236602726325646
23,2020-06-18,345.1170349121094,347.63250732421875,-0.004879251096685411
24,2020-06-19,347.63250732421875,346.58056640625,0.007288751807774441
25,2020-06-22,346.58056640625,357.3283386230469,-0.003026014241492292
26,2020-06-23,357.3283386230469,348.8215637207031,0.031010891142115193
27,2020-06-24,348.8215637207031,351.1083679199219,-0.023806605810007486
28,2020-06-25,351.1083679199219,354.62994384765625,0.006555799403071827
29,2020-06-26,354.62994384765625,356.27642822265625,0.010029883219808466
30,2020-06-29,356.27642822265625,357.19110107421875,0.004642823888857173
31,2020-06-30,357.19110107421875,358.1972961425781,0.0025673122864890985
32,2020-07-01,358.1972961425781,367.57293701171875,0.0028169656672110133
33,2020-07-02,367.57293701171875,362.8622131347656,0.02617451602819676
34,2020-07-03,362.8622131347656,369.53955078125,-0.01281575274624458
35,2020-07-06,369.53955078125,370.6903991699219,0.01840185449126519
36,2020-07-07,370.6903991699219,368.06658935546875,0.0031142766349063766
37,2020-07-08,368.06658935546875,369.12530517578125,-0.007078170409399731
38,2020-07-09,369.12530517578125,368.8951416015625,0.0028764246767587487
39,2020-07-10,368.8951416015625,375.9379577636719,-0.0006235377824046484
40,2020-07-13,375.9379577636719,372.5316162109375,0.01909164791797724
41,2020-07-14,372.5316162109375,379.3442687988281,-0.009060914127952291
42,2020-07-15,379.3442687988281,375.7538146972656,0.01828744807536853
43,2020-07-16,375.7538146972656,377.6871337890625,-0.009464896129659395
44,2020-07-17,377.6871337890625,380.03472900390625,0.005145174888921522
45,2020-07-20,380.03472900390625,377.4109191894531,0.006215714025765262
46,2020-07-21,377.4109191894531,371.9331970214844,-0.0069041316864126845
47,2020-07-22,371.9331970214844,371.5649719238281,-0.01451394723749111
48,2020-07-23,371.5649719238281,367.4221496582031,-0.0009900302005980688
49,2020-07-24,367.4221496582031,369.53955078125,-0.011149657741350016
50,2020-07-27,369.53955078125,354.4873352050781,0.005762856499034186
51,2020-07-28,354.4873352050781,356.420654296875,-0.040732353395867116
52,2020-07-29,356.420654296875,344.1763000488281,0.005453845313481809
53,2020-07-30,344.1763000488281,337.6398010253906,-0.03435366076694346
54,2020-07-31,337.6398010253906,342.74932861328125,-0.018991717391668606
55,2020-08-03,342.74932861328125,342.15087890625,0.01513307250026008
56,2020-08-04,342.15087890625,346.2477111816406,-0.0017460273648164382
57,2020-08-05,346.2477111816406,344.3144226074219,0.011973759320703659
58,2020-08-06,344.3144226074219,344.3144226074219,-0.00558354181640941
59,2020-08-07,344.3144226074219,342.058837890625,0.0
60,2020-08-10,342.058837890625,352.3238525390625,-0.006550944627052746
61,2020-08-11,352.3238525390625,360.149169921875,0.03000949986189161
62,2020-08-12,360.149169921875,360.149169921875,0.022210580766582888
63,2020-08-13,360.149169921875,355.4079284667969,0.0
64,2020-08-14,355.4079284667969,356.9729919433594,-0.013164660232610315
65,2020-08-17,356.9729919433594,355.4079284667969,0.004403569395072582
66,2020-08-18,355.4079284667969,356.4666442871094,-0.004384262988755272
67,2020-08-19,356.4666442871094,352.9222412109375,0.002978875077097154
68,2020-08-20,352.9222412109375,354.8555908203125,-0.00994315494303899
69,2020-08-21,354.8555908203125,362.2205810546875,0.005478117793713766
70,2020-08-24,362.2205810546875,365.5348205566406,0.02075489417356935
71,2020-08-25,365.5348205566406,371.0126037597656,0.009149782412426699
72,2020-08-26,371.0126037597656,369.1712646484375,0.01498566728823092
73,2020-08-27,369.1712646484375,364.890380859375,-0.004963009592311329
74,2020-08-28,364.890380859375,361.62213134765625,-0.011595929041604003
75,2020-08-31,361.62213134765625,365.2126159667969,-0.008956798214361017
76,2020-09-01,365.2126159667969,374.92523193359375,0.009928829869344513
77,2020-09-02,374.92523193359375,375.9840087890625,0.026594415258863524
78,2020-09-03,375.9840087890625,370.87445068359375,0.0028239679949209062
79,2020-09-04,370.87445068359375,376.3522033691406,-0.013589828253401492
80,2020-09-07,376.3522033691406,372.3014221191406,0.01476983026318024
81,2020-09-08,372.3014221191406,371.979248046875,-0.01076327231177876
82,2020-09-09,371.979248046875,372.25543212890625,-0.0008653581563878854
83,2020-09-10,372.25543212890625,383.53314208984375,0.0007424717466939512
84,2020-09-11,383.53314208984375,386.8934020996094,0.03029562227323579
85,2020-09-14,386.8934020996094,390.345703125,0.008761328920509515
86,2020-09-15,390.345703125,392.3251037597656,0.008923132332201877
87,2020-09-16,392.3251037597656,386.6632385253906,0.005070891312288328
88,2020-09-17,386.6632385253906,381.00140380859375,-0.014431564995754043
89,2020-09-18,381.00140380859375,364.1539001464844,-0.014642805813113502
90,2020-09-21,364.1539001464844,360.0110778808594,-0.044219006790256254
91,2020-09-22,360.0110778808594,368.3427429199219,-0.011376569807321824
92,2020-09-23,368.3427429199219,369.90777587890625,0.023142801849613592
93,2020-09-24,369.90777587890625,368.4348449707031,0.0042488497169186346
94,2020-09-25,368.4348449707031,373.6824035644531,-0.003981886849238059
95,2020-09-28,373.6824035644531,377.4109191894531,0.014242840125958445
96,2020-09-29,377.4109191894531,367.6983337402344,0.009977766117523101
97,2020-09-30,367.6983337402344,377.1807556152344,-0.0257347759574047
